property,count
genre=Auto & Vehicles;containsAds=1;score_bucket_range=[3-4];,6
genre=Auto & Vehicles;containsAds=0;score_bucket_range=[4-5];,15
genre=Auto & Vehicles;containsAds=0;score_bucket_range=[0-1];,643
genre=Auto & Vehicles;containsAds=1;score_bucket_range=[2-3];,2
genre=Auto & Vehicles;containsAds=0;score_bucket_range=[3-4];,9
genre=Auto & Vehicles;containsAds=0;score_bucket_range=[1-2];,2
genre=Beauty;containsAds=0;score_bucket_range=[0-1];,258
genre=Beauty;containsAds=1;score_bucket_range=[0-1];,517
genre=Beauty;containsAds=1;score_bucket_range=[4-5];,11
genre=Beauty;containsAds=1;score_bucket_range=[3-4];,7
genre=Beauty;containsAds=1;score_bucket_range=[2-3];,3
genre=Art & Design;year_bucket_range=[2014-2015];install_bucket_range=[1000000-1100000];,2
genre=Art & Design;year_bucket_range=[2014-2015];install_bucket_range=[0-100000];,2
genre=Art & Design;year_bucket_range=[2016-2017];install_bucket_range=[0-100000];,64
genre=Art & Design;year_bucket_range=[2016-2017];install_bucket_range=[100000-200000];,9
genre=Art & Design;year_bucket_range=[2016-2017];install_bucket_range=[500000-600000];,2
genre=Art & Design;year_bucket_range=[2018-2019];install_bucket_range=[0-100000];,499
genre=Art & Design;year_bucket_range=[2018-2019];install_bucket_range=[100000-200000];,22
genre=Art & Design;year_bucket_range=[2018-2019];install_bucket_range=[500000-600000];,2
genre=Art & Design;year_bucket_range=[2018-2019];install_bucket_range=[1000000-1100000];,6
genre=Art & Design;year_bucket_range=[2018-2019];install_bucket_range=[5000000-5100000];,3
genre=Art & Design;year_bucket_range=[2020-2021];install_bucket_range=[0-100000];,449
genre=Art & Design;year_bucket_range=[2020-2021];install_bucket_range=[100000-200000];,12
genre=Personalization;year_bucket_range=[2020-2021];install_bucket_range=[0-100000];,4
genre=Art & Design;year_bucket_range=[2020-2021];install_bucket_range=[500000-600000];,2
genre=Art & Design;year_bucket_range=[2022-2023];install_bucket_range=[0-100000];,1041
genre=Photography;year_bucket_range=[2020-2021];install_bucket_range=[0-100000];,3
genre=Personalization;year_bucket_range=[2022-2023];install_bucket_range=[0-100000];,4
genre=Events;year_bucket_range=[2022-2023];install_bucket_range=[0-100000];,2
genre=Auto & Vehicles;year_bucket_range=[2014-2015];install_bucket_range=[0-100000];,6
genre=Auto & Vehicles;year_bucket_range=[2016-2017];install_bucket_range=[0-100000];,23
genre=Auto & Vehicles;year_bucket_range=[2016-2017];install_bucket_range=[100000-200000];,5
genre=Auto & Vehicles;year_bucket_range=[2018-2019];install_bucket_range=[0-100000];,175
genre=Auto & Vehicles;year_bucket_range=[2018-2019];install_bucket_range=[100000-200000];,12
genre=Auto & Vehicles;year_bucket_range=[2020-2021];install_bucket_range=[0-100000];,226
genre=Auto & Vehicles;year_bucket_range=[2020-2021];install_bucket_range=[100000-200000];,4
genre=Auto & Vehicles;year_bucket_range=[2022-2023];install_bucket_range=[0-100000];,584
genre=Beauty;year_bucket_range=[2014-2015];install_bucket_range=[100000-200000];,3
genre=Beauty;year_bucket_range=[2014-2015];install_bucket_range=[0-100000];,2
genre=Beauty;year_bucket_range=[2016-2017];install_bucket_range=[0-100000];,32
genre=Beauty;year_bucket_range=[2016-2017];install_bucket_range=[100000-200000];,3
genre=Beauty;year_bucket_range=[2018-2019];install_bucket_range=[0-100000];,147
genre=Beauty;year_bucket_range=[2018-2019];install_bucket_range=[100000-200000];,6
genre=Beauty;year_bucket_range=[2018-2019];install_bucket_range=[500000-600000];,3
genre=Beauty;year_bucket_range=[2018-2019];install_bucket_range=[1000000-1100000];,3
genre=Beauty;year_bucket_range=[2020-2021];install_bucket_range=[0-100000];,210
genre=Beauty;year_bucket_range=[2020-2021];install_bucket_range=[100000-200000];,4
genre=Beauty;year_bucket_range=[2022-2023];install_bucket_range=[0-100000];,385
genre=Art & Design;year_bucket_range=[2014-2015];price_bucket_range=[0-5];,3
genre=Art & Design;year_bucket_range=[2012-2013];price_bucket_range=[0-5];,2
genre=Art & Design;year_bucket_range=[2016-2017];price_bucket_range=[0-5];,77
genre=Art & Design;year_bucket_range=[2018-2019];price_bucket_range=[0-5];,530
genre=Art & Design;year_bucket_range=[2020-2021];price_bucket_range=[0-5];,456
genre=Personalization;year_bucket_range=[2020-2021];price_bucket_range=[0-5];,4
genre=Art & Design;year_bucket_range=[2022-2023];price_bucket_range=[0-5];,1041
genre=Photography;year_bucket_range=[2020-2021];price_bucket_range=[0-5];,3
genre=Art & Design;year_bucket_range=[2020-2021];price_bucket_range=[5-10];,5
genre=Personalization;year_bucket_range=[2022-2023];price_bucket_range=[0-5];,4
genre=Events;year_bucket_range=[2022-2023];price_bucket_range=[0-5];,2
genre=Auto & Vehicles;year_bucket_range=[2014-2015];price_bucket_range=[0-5];,7
genre=Auto & Vehicles;year_bucket_range=[2012-2013];price_bucket_range=[0-5];,2
genre=Auto & Vehicles;year_bucket_range=[2016-2017];price_bucket_range=[0-5];,27
genre=Auto & Vehicles;year_bucket_range=[2018-2019];price_bucket_range=[0-5];,180
genre=Auto & Vehicles;year_bucket_range=[2020-2021];price_bucket_range=[0-5];,219
genre=Auto & Vehicles;year_bucket_range=[2018-2019];price_bucket_range=[5-10];,5
genre=Auto & Vehicles;year_bucket_range=[2022-2023];price_bucket_range=[0-5];,581
genre=Auto & Vehicles;year_bucket_range=[2020-2021];price_bucket_range=[5-10];,9
genre=Auto & Vehicles;year_bucket_range=[2020-2021];price_bucket_range=[15-20];,2
genre=Beauty;year_bucket_range=[2014-2015];price_bucket_range=[0-5];,5
genre=Beauty;year_bucket_range=[2016-2017];price_bucket_range=[0-5];,36
genre=Beauty;year_bucket_range=[2018-2019];price_bucket_range=[0-5];,159
genre=Beauty;year_bucket_range=[2020-2021];price_bucket_range=[0-5];,213
genre=Beauty;year_bucket_range=[2022-2023];price_bucket_range=[0-5];,385
genre=Art & Design;year_bucket_range=[2012-2013];rating_bucket_range=[0-10000];,2
genre=Art & Design;year_bucket_range=[2014-2015];rating_bucket_range=[0-10000];,2
genre=Art & Design;year_bucket_range=[2016-2017];rating_bucket_range=[0-10000];,76
genre=Art & Design;year_bucket_range=[2018-2019];rating_bucket_range=[0-10000];,526
genre=Art & Design;year_bucket_range=[2018-2019];rating_bucket_range=[10000-20000];,3
genre=Art & Design;year_bucket_range=[2020-2021];rating_bucket_range=[0-10000];,463
genre=Personalization;year_bucket_range=[2020-2021];rating_bucket_range=[0-10000];,4
genre=Art & Design;year_bucket_range=[2022-2023];rating_bucket_range=[0-10000];,1042
genre=Photography;year_bucket_range=[2020-2021];rating_bucket_range=[0-10000];,3
genre=Personalization;year_bucket_range=[2022-2023];rating_bucket_range=[0-10000];,4
genre=Events;year_bucket_range=[2022-2023];rating_bucket_range=[0-10000];,2
genre=Auto & Vehicles;year_bucket_range=[2014-2015];rating_bucket_range=[0-10000];,6
genre=Auto & Vehicles;year_bucket_range=[2012-2013];rating_bucket_range=[0-10000];,2
genre=Auto & Vehicles;year_bucket_range=[2016-2017];rating_bucket_range=[0-10000];,28
genre=Auto & Vehicles;year_bucket_range=[2018-2019];rating_bucket_range=[0-10000];,186
genre=Auto & Vehicles;year_bucket_range=[2020-2021];rating_bucket_range=[0-10000];,230
genre=Auto & Vehicles;year_bucket_range=[2022-2023];rating_bucket_range=[0-10000];,584
genre=Beauty;year_bucket_range=[2014-2015];rating_bucket_range=[0-10000];,5
genre=Beauty;year_bucket_range=[2016-2017];rating_bucket_range=[0-10000];,36
genre=Beauty;year_bucket_range=[2018-2019];rating_bucket_range=[0-10000];,159
genre=Beauty;year_bucket_range=[2020-2021];rating_bucket_range=[0-10000];,214
genre=Beauty;year_bucket_range=[2022-2023];rating_bucket_range=[0-10000];,385
genre=Art & Design;year_bucket_range=[2014-2015];score_bucket_range=[4-5];,3
genre=Art & Design;year_bucket_range=[2016-2017];score_bucket_range=[0-1];,50
genre=Art & Design;year_bucket_range=[2016-2017];score_bucket_range=[3-4];,6
genre=Art & Design;year_bucket_range=[2016-2017];score_bucket_range=[4-5];,18
genre=Art & Design;year_bucket_range=[2016-2017];score_bucket_range=[2-3];,2
genre=Art & Design;year_bucket_range=[2018-2019];score_bucket_range=[0-1];,437
genre=Art & Design;year_bucket_range=[2018-2019];score_bucket_range=[3-4];,21
genre=Art & Design;year_bucket_range=[2018-2019];score_bucket_range=[1-2];,6
genre=Art & Design;year_bucket_range=[2018-2019];score_bucket_range=[4-5];,63
genre=Art & Design;year_bucket_range=[2018-2019];score_bucket_range=[2-3];,5
genre=Art & Design;year_bucket_range=[2020-2021];score_bucket_range=[0-1];,428
genre=Art & Design;year_bucket_range=[2020-2021];score_bucket_range=[4-5];,23
genre=Art & Design;year_bucket_range=[2020-2021];score_bucket_range=[2-3];,5
genre=Art & Design;year_bucket_range=[2020-2021];score_bucket_range=[3-4];,7
genre=Personalization;year_bucket_range=[2020-2021];score_bucket_range=[0-1];,4
genre=Art & Design;year_bucket_range=[2022-2023];score_bucket_range=[0-1];,1018
genre=Photography;year_bucket_range=[2020-2021];score_bucket_range=[0-1];,2
genre=Art & Design;year_bucket_range=[2022-2023];score_bucket_range=[4-5];,18
genre=Personalization;year_bucket_range=[2022-2023];score_bucket_range=[0-1];,4
genre=Events;year_bucket_range=[2022-2023];score_bucket_range=[0-1];,2
genre=Art & Design;year_bucket_range=[2022-2023];score_bucket_range=[3-4];,4
genre=Auto & Vehicles;year_bucket_range=[2014-2015];score_bucket_range=[4-5];,3
genre=Auto & Vehicles;year_bucket_range=[2014-2015];score_bucket_range=[0-1];,4
genre=Auto & Vehicles;year_bucket_range=[2016-2017];score_bucket_range=[0-1];,20
genre=Auto & Vehicles;year_bucket_range=[2016-2017];score_bucket_range=[3-4];,4
genre=Auto & Vehicles;year_bucket_range=[2016-2017];score_bucket_range=[4-5];,3
genre=Auto & Vehicles;year_bucket_range=[2018-2019];score_bucket_range=[0-1];,169
genre=Auto & Vehicles;year_bucket_range=[2018-2019];score_bucket_range=[4-5];,12
genre=Auto & Vehicles;year_bucket_range=[2018-2019];score_bucket_range=[3-4];,5
genre=Auto & Vehicles;year_bucket_range=[2020-2021];score_bucket_range=[0-1];,221
genre=Auto & Vehicles;year_bucket_range=[2020-2021];score_bucket_range=[4-5];,5
genre=Auto & Vehicles;year_bucket_range=[2020-2021];score_bucket_range=[3-4];,4
genre=Auto & Vehicles;year_bucket_range=[2022-2023];score_bucket_range=[0-1];,578
genre=Auto & Vehicles;year_bucket_range=[2022-2023];score_bucket_range=[4-5];,4
genre=Beauty;year_bucket_range=[2014-2015];score_bucket_range=[0-1];,5
genre=Beauty;year_bucket_range=[2016-2017];score_bucket_range=[0-1];,33
genre=Beauty;year_bucket_range=[2016-2017];score_bucket_range=[4-5];,2
genre=Beauty;year_bucket_range=[2018-2019];score_bucket_range=[0-1];,145
genre=Beauty;year_bucket_range=[2018-2019];score_bucket_range=[3-4];,4
genre=Beauty;year_bucket_range=[2018-2019];score_bucket_range=[4-5];,8
genre=Beauty;year_bucket_range=[2020-2021];score_bucket_range=[0-1];,207
genre=Beauty;year_bucket_range=[2020-2021];score_bucket_range=[3-4];,3
genre=Beauty;year_bucket_range=[2020-2021];score_bucket_range=[4-5];,2
genre=Beauty;year_bucket_range=[2020-2021];score_bucket_range=[2-3];,2
genre=Beauty;year_bucket_range=[2022-2023];score_bucket_range=[0-1];,385
genre=Art & Design;install_bucket_range=[1000000-1100000];price_bucket_range=[0-5];,10
genre=Art & Design;install_bucket_range=[500000-600000];price_bucket_range=[0-5];,7
genre=Art & Design;install_bucket_range=[0-100000];price_bucket_range=[0-5];,2044
genre=Art & Design;install_bucket_range=[0-100000];price_bucket_range=[5-10];,7
genre=Art & Design;install_bucket_range=[100000-200000];price_bucket_range=[0-5];,44
genre=Art & Design;install_bucket_range=[5000000-5100000];price_bucket_range=[0-5];,4
genre=Entertainment;install_bucket_range=[0-100000];price_bucket_range=[0-5];,3
genre=Personalization;install_bucket_range=[0-100000];price_bucket_range=[0-5];,8
genre=Photography;install_bucket_range=[0-100000];price_bucket_range=[0-5];,3
genre=Events;install_bucket_range=[0-100000];price_bucket_range=[0-5];,2
genre=Auto & Vehicles;install_bucket_range=[0-100000];price_bucket_range=[0-5];,991
genre=Auto & Vehicles;install_bucket_range=[100000-200000];price_bucket_range=[0-5];,22
genre=Auto & Vehicles;install_bucket_range=[0-100000];price_bucket_range=[10-15];,4
genre=Auto & Vehicles;install_bucket_range=[0-100000];price_bucket_range=[5-10];,16
genre=Auto & Vehicles;install_bucket_range=[0-100000];price_bucket_range=[15-20];,4
genre=Beauty;install_bucket_range=[100000-200000];price_bucket_range=[0-5];,16
genre=Beauty;install_bucket_range=[0-100000];price_bucket_range=[0-5];,775
genre=Beauty;install_bucket_range=[500000-600000];price_bucket_range=[0-5];,4
genre=Beauty;install_bucket_range=[1000000-1100000];price_bucket_range=[0-5];,3
genre=Art & Design;install_bucket_range=[1000000-1100000];rating_bucket_range=[10000-20000];,3
genre=Art & Design;install_bucket_range=[500000-600000];rating_bucket_range=[0-10000];,5
genre=Art & Design;install_bucket_range=[0-100000];rating_bucket_range=[0-10000];,2056
genre=Art & Design;install_bucket_range=[100000-200000];rating_bucket_range=[0-10000];,44
genre=Art & Design;install_bucket_range=[1000000-1100000];rating_bucket_range=[0-10000];,5
genre=Art & Design;install_bucket_range=[500000-600000];rating_bucket_range=[10000-20000];,2
genre=Entertainment;install_bucket_range=[0-100000];rating_bucket_range=[0-10000];,3
genre=Personalization;install_bucket_range=[0-100000];rating_bucket_range=[0-10000];,8
genre=Photography;install_bucket_range=[0-100000];rating_bucket_range=[0-10000];,3
genre=Events;install_bucket_range=[0-100000];rating_bucket_range=[0-10000];,2
genre=Auto & Vehicles;install_bucket_range=[0-100000];rating_bucket_range=[0-10000];,1015
genre=Auto & Vehicles;install_bucket_range=[100000-200000];rating_bucket_range=[0-10000];,21
genre=Beauty;install_bucket_range=[100000-200000];rating_bucket_range=[0-10000];,16
genre=Beauty;install_bucket_range=[0-100000];rating_bucket_range=[0-10000];,776
genre=Beauty;install_bucket_range=[500000-600000];rating_bucket_range=[0-10000];,4
genre=Beauty;install_bucket_range=[1000000-1100000];rating_bucket_range=[0-10000];,3
genre=Art & Design;install_bucket_range=[1000000-1100000];score_bucket_range=[4-5];,7
genre=Art & Design;install_bucket_range=[500000-600000];score_bucket_range=[3-4];,2
genre=Art & Design;install_bucket_range=[0-100000];score_bucket_range=[4-5];,93
genre=Art & Design;install_bucket_range=[0-100000];score_bucket_range=[0-1];,1922
genre=Art & Design;install_bucket_range=[100000-200000];score_bucket_range=[3-4];,9
genre=Art & Design;install_bucket_range=[1000000-1100000];score_bucket_range=[3-4];,3
genre=Art & Design;install_bucket_range=[0-100000];score_bucket_range=[3-4];,25
genre=Art & Design;install_bucket_range=[100000-200000];score_bucket_range=[4-5];,18
genre=Art & Design;install_bucket_range=[0-100000];score_bucket_range=[2-3];,9
genre=Art & Design;install_bucket_range=[0-100000];score_bucket_range=[1-2];,7
genre=Art & Design;install_bucket_range=[5000000-5100000];score_bucket_range=[4-5];,4
genre=Art & Design;install_bucket_range=[500000-600000];score_bucket_range=[4-5];,4
genre=Art & Design;install_bucket_range=[100000-200000];score_bucket_range=[0-1];,11
genre=Art & Design;install_bucket_range=[100000-200000];score_bucket_range=[2-3];,4
genre=Art & Design;install_bucket_range=[100000-200000];score_bucket_range=[1-2];,2
genre=Entertainment;install_bucket_range=[0-100000];score_bucket_range=[0-1];,2
genre=Personalization;install_bucket_range=[0-100000];score_bucket_range=[0-1];,8
genre=Photography;install_bucket_range=[0-100000];score_bucket_range=[0-1];,2
genre=Events;install_bucket_range=[0-100000];score_bucket_range=[0-1];,2
genre=Auto & Vehicles;install_bucket_range=[0-100000];score_bucket_range=[0-1];,982
genre=Auto & Vehicles;install_bucket_range=[0-100000];score_bucket_range=[3-4];,11
genre=Auto & Vehicles;install_bucket_range=[100000-200000];score_bucket_range=[4-5];,7
genre=Auto & Vehicles;install_bucket_range=[0-100000];score_bucket_range=[4-5];,18
genre=Auto & Vehicles;install_bucket_range=[0-100000];score_bucket_range=[2-3];,2
genre=Auto & Vehicles;install_bucket_range=[100000-200000];score_bucket_range=[0-1];,11
genre=Auto & Vehicles;install_bucket_range=[100000-200000];score_bucket_range=[3-4];,4
genre=Auto & Vehicles;install_bucket_range=[0-100000];score_bucket_range=[1-2];,2
genre=Beauty;install_bucket_range=[100000-200000];score_bucket_range=[0-1];,9
genre=Beauty;install_bucket_range=[0-100000];score_bucket_range=[0-1];,766
genre=Beauty;install_bucket_range=[500000-600000];score_bucket_range=[4-5];,3
genre=Beauty;install_bucket_range=[100000-200000];score_bucket_range=[4-5];,3
genre=Beauty;install_bucket_range=[0-100000];score_bucket_range=[3-4];,4
genre=Beauty;install_bucket_range=[100000-200000];score_bucket_range=[3-4];,2
genre=Beauty;install_bucket_range=[100000-200000];score_bucket_range=[2-3];,2
genre=Beauty;install_bucket_range=[0-100000];score_bucket_range=[4-5];,4
genre=Beauty;install_bucket_range=[1000000-1100000];score_bucket_range=[4-5];,2
genre=Art & Design;price_bucket_range=[0-5];rating_bucket_range=[10000-20000];,5
genre=Art & Design;price_bucket_range=[0-5];rating_bucket_range=[0-10000];,2099
genre=Art & Design;price_bucket_range=[5-10];rating_bucket_range=[0-10000];,7
genre=Art & Design;price_bucket_range=[0-5];rating_bucket_range=[20000-30000];,2
genre=Entertainment;price_bucket_range=[0-5];rating_bucket_range=[0-10000];,3
genre=Personalization;price_bucket_range=[0-5];rating_bucket_range=[0-10000];,8
genre=Photography;price_bucket_range=[0-5];rating_bucket_range=[0-10000];,3
genre=Events;price_bucket_range=[0-5];rating_bucket_range=[0-10000];,2
genre=Auto & Vehicles;price_bucket_range=[0-5];rating_bucket_range=[0-10000];,1012
genre=Auto & Vehicles;price_bucket_range=[10-15];rating_bucket_range=[0-10000];,4
genre=Auto & Vehicles;price_bucket_range=[5-10];rating_bucket_range=[0-10000];,16
genre=Auto & Vehicles;price_bucket_range=[0-5];rating_bucket_range=[10000-20000];,2
genre=Auto & Vehicles;price_bucket_range=[15-20];rating_bucket_range=[0-10000];,4
genre=Beauty;price_bucket_range=[0-5];rating_bucket_range=[0-10000];,798
genre=Art & Design;price_bucket_range=[0-5];score_bucket_range=[4-5];,126
genre=Art & Design;price_bucket_range=[0-5];score_bucket_range=[3-4];,38
genre=Art & Design;price_bucket_range=[5-10];score_bucket_range=[0-1];,7
genre=Art & Design;price_bucket_range=[0-5];score_bucket_range=[0-1];,1923
genre=Art & Design;price_bucket_range=[0-5];score_bucket_range=[2-3];,13
genre=Art & Design;price_bucket_range=[0-5];score_bucket_range=[1-2];,9
genre=Entertainment;price_bucket_range=[0-5];score_bucket_range=[0-1];,2
genre=Personalization;price_bucket_range=[0-5];score_bucket_range=[0-1];,8
genre=Photography;price_bucket_range=[0-5];score_bucket_range=[0-1];,2
genre=Events;price_bucket_range=[0-5];score_bucket_range=[0-1];,2
genre=Auto & Vehicles;price_bucket_range=[0-5];score_bucket_range=[4-5];,27
genre=Auto & Vehicles;price_bucket_range=[0-5];score_bucket_range=[0-1];,971
genre=Auto & Vehicles;price_bucket_range=[0-5];score_bucket_range=[3-4];,14
genre=Auto & Vehicles;price_bucket_range=[5-10];score_bucket_range=[0-1];,16
genre=Auto & Vehicles;price_bucket_range=[0-5];score_bucket_range=[2-3];,2
genre=Auto & Vehicles;price_bucket_range=[15-20];score_bucket_range=[0-1];,3
genre=Auto & Vehicles;price_bucket_range=[10-15];score_bucket_range=[0-1];,3
genre=Auto & Vehicles;price_bucket_range=[0-5];score_bucket_range=[1-2];,2
genre=Beauty;price_bucket_range=[0-5];score_bucket_range=[0-1];,775
genre=Beauty;price_bucket_range=[0-5];score_bucket_range=[4-5];,12
genre=Beauty;price_bucket_range=[0-5];score_bucket_range=[3-4];,7
genre=Beauty;price_bucket_range=[0-5];score_bucket_range=[2-3];,3
genre=Art & Design;rating_bucket_range=[10000-20000];score_bucket_range=[4-5];,5
genre=Art & Design;rating_bucket_range=[0-10000];score_bucket_range=[3-4];,39
genre=Art & Design;rating_bucket_range=[0-10000];score_bucket_range=[4-5];,116
genre=Art & Design;rating_bucket_range=[0-10000];score_bucket_range=[0-1];,1934
genre=Art & Design;rating_bucket_range=[0-10000];score_bucket_range=[2-3];,13
genre=Art & Design;rating_bucket_range=[0-10000];score_bucket_range=[1-2];,9
genre=Art & Design;rating_bucket_range=[20000-30000];score_bucket_range=[4-5];,2
genre=Entertainment;rating_bucket_range=[0-10000];score_bucket_range=[0-1];,2
genre=Personalization;rating_bucket_range=[0-10000];score_bucket_range=[0-1];,8
genre=Photography;rating_bucket_range=[0-10000];score_bucket_range=[0-1];,2
genre=Events;rating_bucket_range=[0-10000];score_bucket_range=[0-1];,2
genre=Auto & Vehicles;rating_bucket_range=[0-10000];score_bucket_range=[0-1];,993
genre=Auto & Vehicles;rating_bucket_range=[0-10000];score_bucket_range=[3-4];,15
genre=Auto & Vehicles;rating_bucket_range=[0-10000];score_bucket_range=[4-5];,24
genre=Auto & Vehicles;rating_bucket_range=[0-10000];score_bucket_range=[2-3];,2
genre=Auto & Vehicles;rating_bucket_range=[10000-20000];score_bucket_range=[4-5];,2
genre=Auto & Vehicles;rating_bucket_range=[0-10000];score_bucket_range=[1-2];,2
genre=Beauty;rating_bucket_range=[0-10000];score_bucket_range=[0-1];,775
genre=Beauty;rating_bucket_range=[0-10000];score_bucket_range=[4-5];,12
genre=Beauty;rating_bucket_range=[0-10000];score_bucket_range=[3-4];,8
genre=Beauty;rating_bucket_range=[0-10000];score_bucket_range=[2-3];,3
adSupported=1;containsAds=1;year_bucket_range=[2014-2015];,9
adSupported=0;containsAds=0;year_bucket_range=[2012-2013];,3
adSupported=0;containsAds=0;year_bucket_range=[2014-2015];,8
adSupported=1;containsAds=1;year_bucket_range=[2016-2017];,103
adSupported=0;containsAds=0;year_bucket_range=[2016-2017];,38
adSupported=0;containsAds=0;year_bucket_range=[2018-2019];,238
adSupported=1;containsAds=1;year_bucket_range=[2018-2019];,641
adSupported=0;containsAds=0;year_bucket_range=[2020-2021];,343
adSupported=1;containsAds=1;year_bucket_range=[2020-2021];,575
adSupported=1;containsAds=1;year_bucket_range=[2022-2023];,1228
adSupported=0;containsAds=0;year_bucket_range=[2022-2023];,795
adSupported=1;containsAds=1;install_bucket_range=[1000000-1100000];,14
adSupported=1;containsAds=1;install_bucket_range=[500000-600000];,10
adSupported=1;containsAds=1;install_bucket_range=[0-100000];,2458
adSupported=0;containsAds=0;install_bucket_range=[0-100000];,1411
adSupported=1;containsAds=1;install_bucket_range=[100000-200000];,69
adSupported=1;containsAds=1;install_bucket_range=[5000000-5100000];,5
adSupported=0;containsAds=0;install_bucket_range=[100000-200000];,13
adSupported=1;containsAds=1;price_bucket_range=[0-5];,2555
adSupported=0;containsAds=0;price_bucket_range=[0-5];,1390
adSupported=0;containsAds=0;price_bucket_range=[5-10];,23
adSupported=0;containsAds=0;price_bucket_range=[10-15];,5
adSupported=0;containsAds=0;price_bucket_range=[15-20];,4
adSupported=1;containsAds=1;rating_bucket_range=[10000-20000];,6
adSupported=1;containsAds=1;rating_bucket_range=[0-10000];,2544
adSupported=0;containsAds=0;rating_bucket_range=[0-10000];,1424
adSupported=1;containsAds=1;rating_bucket_range=[20000-30000];,2
adSupported=1;containsAds=1;score_bucket_range=[4-5];,139
adSupported=1;containsAds=1;score_bucket_range=[3-4];,47
adSupported=0;containsAds=0;score_bucket_range=[4-5];,29
adSupported=0;containsAds=0;score_bucket_range=[0-1];,1376
adSupported=1;containsAds=1;score_bucket_range=[0-1];,2345
adSupported=1;containsAds=1;score_bucket_range=[2-3];,17
adSupported=1;containsAds=1;score_bucket_range=[1-2];,9
adSupported=0;containsAds=0;score_bucket_range=[3-4];,16
adSupported=0;containsAds=0;score_bucket_range=[1-2];,3
adSupported=1;year_bucket_range=[2014-2015];install_bucket_range=[1000000-1100000];,2
adSupported=1;year_bucket_range=[2014-2015];install_bucket_range=[0-100000];,3
adSupported=0;year_bucket_range=[2012-2013];install_bucket_range=[0-100000];,2
adSupported=0;year_bucket_range=[2014-2015];install_bucket_range=[0-100000];,7
adSupported=1;year_bucket_range=[2016-2017];install_bucket_range=[0-100000];,84
adSupported=1;year_bucket_range=[2016-2017];install_bucket_range=[100000-200000];,14
adSupported=0;year_bucket_range=[2016-2017];install_bucket_range=[0-100000];,35
adSupported=1;year_bucket_range=[2016-2017];install_bucket_range=[500000-600000];,3
adSupported=0;year_bucket_range=[2018-2019];install_bucket_range=[0-100000];,232
adSupported=0;year_bucket_range=[2016-2017];install_bucket_range=[100000-200000];,3
adSupported=1;year_bucket_range=[2018-2019];install_bucket_range=[0-100000];,590
adSupported=1;year_bucket_range=[2018-2019];install_bucket_range=[100000-200000];,35
adSupported=1;year_bucket_range=[2018-2019];install_bucket_range=[500000-600000];,4
adSupported=1;year_bucket_range=[2018-2019];install_bucket_range=[1000000-1100000];,9
adSupported=1;year_bucket_range=[2018-2019];install_bucket_range=[5000000-5100000];,3
adSupported=0;year_bucket_range=[2020-2021];install_bucket_range=[0-100000];,340
adSupported=1;year_bucket_range=[2020-2021];install_bucket_range=[0-100000];,554
adSupported=1;year_bucket_range=[2022-2023];install_bucket_range=[0-100000];,1227
adSupported=1;year_bucket_range=[2020-2021];install_bucket_range=[100000-200000];,17
adSupported=1;year_bucket_range=[2020-2021];install_bucket_range=[1000000-1100000];,2
adSupported=1;year_bucket_range=[2020-2021];install_bucket_range=[500000-600000];,2
adSupported=0;year_bucket_range=[2022-2023];install_bucket_range=[0-100000];,795
adSupported=0;year_bucket_range=[2020-2021];install_bucket_range=[100000-200000];,3
adSupported=0;year_bucket_range=[2018-2019];install_bucket_range=[100000-200000];,5
adSupported=1;year_bucket_range=[2014-2015];install_bucket_range=[100000-200000];,2
adSupported=1;year_bucket_range=[2014-2015];price_bucket_range=[0-5];,9
adSupported=0;year_bucket_range=[2012-2013];price_bucket_range=[0-5];,3
adSupported=1;year_bucket_range=[2016-2017];price_bucket_range=[0-5];,103
adSupported=0;year_bucket_range=[2016-2017];price_bucket_range=[0-5];,37
adSupported=0;year_bucket_range=[2018-2019];price_bucket_range=[0-5];,229
adSupported=1;year_bucket_range=[2018-2019];price_bucket_range=[0-5];,641
adSupported=0;year_bucket_range=[2020-2021];price_bucket_range=[0-5];,323
adSupported=1;year_bucket_range=[2020-2021];price_bucket_range=[0-5];,574
adSupported=1;year_bucket_range=[2022-2023];price_bucket_range=[0-5];,1227
adSupported=0;year_bucket_range=[2020-2021];price_bucket_range=[10-15];,2
adSupported=0;year_bucket_range=[2022-2023];price_bucket_range=[0-5];,792
adSupported=0;year_bucket_range=[2020-2021];price_bucket_range=[5-10];,15
adSupported=0;year_bucket_range=[2014-2015];price_bucket_range=[0-5];,6
adSupported=0;year_bucket_range=[2018-2019];price_bucket_range=[5-10];,5
adSupported=0;year_bucket_range=[2020-2021];price_bucket_range=[15-20];,2
adSupported=1;year_bucket_range=[2014-2015];rating_bucket_range=[0-10000];,5
adSupported=0;year_bucket_range=[2012-2013];rating_bucket_range=[0-10000];,3
adSupported=0;year_bucket_range=[2014-2015];rating_bucket_range=[0-10000];,8
adSupported=1;year_bucket_range=[2016-2017];rating_bucket_range=[0-10000];,102
adSupported=0;year_bucket_range=[2016-2017];rating_bucket_range=[0-10000];,38
adSupported=0;year_bucket_range=[2018-2019];rating_bucket_range=[0-10000];,237
adSupported=1;year_bucket_range=[2018-2019];rating_bucket_range=[0-10000];,635
adSupported=1;year_bucket_range=[2018-2019];rating_bucket_range=[10000-20000];,3
adSupported=0;year_bucket_range=[2020-2021];rating_bucket_range=[0-10000];,343
