property,count
year_bucket_range=[2022-2023];price_bucket_range=[5-10];rating_bucket_range=[0-10000];,2
year_bucket_range=[2018-2019];price_bucket_range=[5-10];rating_bucket_range=[0-10000];,5
year_bucket_range=[2014-2015];price_bucket_range=[0-5];score_bucket_range=[4-5];,5
year_bucket_range=[2012-2013];price_bucket_range=[0-5];score_bucket_range=[4-5];,2
year_bucket_range=[2016-2017];price_bucket_range=[0-5];score_bucket_range=[0-1];,102
year_bucket_range=[2016-2017];price_bucket_range=[0-5];score_bucket_range=[3-4];,11
year_bucket_range=[2016-2017];price_bucket_range=[0-5];score_bucket_range=[4-5];,23
year_bucket_range=[2016-2017];price_bucket_range=[0-5];score_bucket_range=[2-3];,3
year_bucket_range=[2018-2019];price_bucket_range=[0-5];score_bucket_range=[0-1];,744
year_bucket_range=[2018-2019];price_bucket_range=[0-5];score_bucket_range=[3-4];,29
year_bucket_range=[2018-2019];price_bucket_range=[0-5];score_bucket_range=[1-2];,7
year_bucket_range=[2018-2019];price_bucket_range=[0-5];score_bucket_range=[4-5];,83
year_bucket_range=[2018-2019];price_bucket_range=[0-5];score_bucket_range=[2-3];,7
year_bucket_range=[2020-2021];price_bucket_range=[0-5];score_bucket_range=[0-1];,843
year_bucket_range=[2022-2023];price_bucket_range=[0-5];score_bucket_range=[0-1];,1989
year_bucket_range=[2020-2021];price_bucket_range=[0-5];score_bucket_range=[4-5];,32
year_bucket_range=[2020-2021];price_bucket_range=[0-5];score_bucket_range=[2-3];,7
year_bucket_range=[2020-2021];price_bucket_range=[0-5];score_bucket_range=[1-2];,2
year_bucket_range=[2020-2021];price_bucket_range=[10-15];score_bucket_range=[0-1];,2
year_bucket_range=[2020-2021];price_bucket_range=[0-5];score_bucket_range=[3-4];,13
year_bucket_range=[2020-2021];price_bucket_range=[15-20];score_bucket_range=[0-1];,2
year_bucket_range=[2020-2021];price_bucket_range=[5-10];score_bucket_range=[0-1];,14
year_bucket_range=[2022-2023];price_bucket_range=[0-5];score_bucket_range=[4-5];,22
year_bucket_range=[2022-2023];price_bucket_range=[0-5];score_bucket_range=[3-4];,5
year_bucket_range=[2022-2023];price_bucket_range=[0-5];score_bucket_range=[1-2];,2
year_bucket_range=[2022-2023];price_bucket_range=[5-10];score_bucket_range=[0-1];,2
year_bucket_range=[2014-2015];price_bucket_range=[0-5];score_bucket_range=[0-1];,9
year_bucket_range=[2018-2019];price_bucket_range=[5-10];score_bucket_range=[0-1];,5
year_bucket_range=[2014-2015];rating_bucket_range=[0-10000];score_bucket_range=[4-5];,2
year_bucket_range=[2012-2013];rating_bucket_range=[0-10000];score_bucket_range=[4-5];,2
year_bucket_range=[2014-2015];rating_bucket_range=[0-10000];score_bucket_range=[0-1];,10
year_bucket_range=[2016-2017];rating_bucket_range=[0-10000];score_bucket_range=[0-1];,103
year_bucket_range=[2016-2017];rating_bucket_range=[0-10000];score_bucket_range=[3-4];,11
year_bucket_range=[2016-2017];rating_bucket_range=[0-10000];score_bucket_range=[4-5];,22
year_bucket_range=[2016-2017];rating_bucket_range=[0-10000];score_bucket_range=[2-3];,3
year_bucket_range=[2018-2019];rating_bucket_range=[0-10000];score_bucket_range=[0-1];,752
year_bucket_range=[2018-2019];rating_bucket_range=[0-10000];score_bucket_range=[3-4];,30
year_bucket_range=[2018-2019];rating_bucket_range=[0-10000];score_bucket_range=[1-2];,7
year_bucket_range=[2018-2019];rating_bucket_range=[10000-20000];score_bucket_range=[4-5];,4
year_bucket_range=[2018-2019];rating_bucket_range=[0-10000];score_bucket_range=[2-3];,7
year_bucket_range=[2018-2019];rating_bucket_range=[0-10000];score_bucket_range=[4-5];,76
year_bucket_range=[2020-2021];rating_bucket_range=[0-10000];score_bucket_range=[0-1];,862
year_bucket_range=[2022-2023];rating_bucket_range=[0-10000];score_bucket_range=[0-1];,1993
year_bucket_range=[2020-2021];rating_bucket_range=[0-10000];score_bucket_range=[4-5];,30
year_bucket_range=[2020-2021];rating_bucket_range=[0-10000];score_bucket_range=[2-3];,7
year_bucket_range=[2020-2021];rating_bucket_range=[0-10000];score_bucket_range=[1-2];,2
year_bucket_range=[2020-2021];rating_bucket_range=[0-10000];score_bucket_range=[3-4];,15
year_bucket_range=[2022-2023];rating_bucket_range=[0-10000];score_bucket_range=[4-5];,22
year_bucket_range=[2022-2023];rating_bucket_range=[0-10000];score_bucket_range=[3-4];,5
year_bucket_range=[2022-2023];rating_bucket_range=[0-10000];score_bucket_range=[1-2];,2
install_bucket_range=[1000000-1100000];price_bucket_range=[0-5];rating_bucket_range=[10000-20000];,4
install_bucket_range=[500000-600000];price_bucket_range=[0-5];rating_bucket_range=[0-10000];,9
install_bucket_range=[0-100000];price_bucket_range=[0-5];rating_bucket_range=[0-10000];,3832
install_bucket_range=[0-100000];price_bucket_range=[5-10];rating_bucket_range=[0-10000];,24
install_bucket_range=[100000-200000];price_bucket_range=[0-5];rating_bucket_range=[0-10000];,81
install_bucket_range=[1000000-1100000];price_bucket_range=[0-5];rating_bucket_range=[0-10000];,8
install_bucket_range=[500000-600000];price_bucket_range=[0-5];rating_bucket_range=[10000-20000];,2
install_bucket_range=[0-100000];price_bucket_range=[10-15];rating_bucket_range=[0-10000];,5
install_bucket_range=[0-100000];price_bucket_range=[15-20];rating_bucket_range=[0-10000];,5
install_bucket_range=[1000000-1100000];price_bucket_range=[0-5];score_bucket_range=[4-5];,10
install_bucket_range=[500000-600000];price_bucket_range=[0-5];score_bucket_range=[3-4];,3
install_bucket_range=[0-100000];price_bucket_range=[0-5];score_bucket_range=[4-5];,116
install_bucket_range=[0-100000];price_bucket_range=[5-10];score_bucket_range=[0-1];,23
install_bucket_range=[0-100000];price_bucket_range=[0-5];score_bucket_range=[0-1];,3656
install_bucket_range=[100000-200000];price_bucket_range=[0-5];score_bucket_range=[3-4];,15
install_bucket_range=[1000000-1100000];price_bucket_range=[0-5];score_bucket_range=[3-4];,4
install_bucket_range=[0-100000];price_bucket_range=[0-5];score_bucket_range=[3-4];,38
install_bucket_range=[100000-200000];price_bucket_range=[0-5];score_bucket_range=[4-5];,28
install_bucket_range=[0-100000];price_bucket_range=[0-5];score_bucket_range=[2-3];,12
install_bucket_range=[0-100000];price_bucket_range=[0-5];score_bucket_range=[1-2];,10
install_bucket_range=[5000000-5100000];price_bucket_range=[0-5];score_bucket_range=[4-5];,5
install_bucket_range=[500000-600000];price_bucket_range=[0-5];score_bucket_range=[4-5];,7
install_bucket_range=[100000-200000];price_bucket_range=[0-5];score_bucket_range=[0-1];,31
install_bucket_range=[100000-200000];price_bucket_range=[0-5];score_bucket_range=[2-3];,6
install_bucket_range=[100000-200000];price_bucket_range=[0-5];score_bucket_range=[1-2];,2
install_bucket_range=[0-100000];price_bucket_range=[10-15];score_bucket_range=[0-1];,4
install_bucket_range=[0-100000];price_bucket_range=[15-20];score_bucket_range=[0-1];,4
install_bucket_range=[1000000-1100000];rating_bucket_range=[10000-20000];score_bucket_range=[4-5];,4
install_bucket_range=[500000-600000];rating_bucket_range=[0-10000];score_bucket_range=[3-4];,3
install_bucket_range=[0-100000];rating_bucket_range=[0-10000];score_bucket_range=[4-5];,117
install_bucket_range=[0-100000];rating_bucket_range=[0-10000];score_bucket_range=[0-1];,3689
install_bucket_range=[100000-200000];rating_bucket_range=[0-10000];score_bucket_range=[3-4];,15
install_bucket_range=[1000000-1100000];rating_bucket_range=[0-10000];score_bucket_range=[3-4];,4
install_bucket_range=[0-100000];rating_bucket_range=[0-10000];score_bucket_range=[3-4];,41
install_bucket_range=[100000-200000];rating_bucket_range=[0-10000];score_bucket_range=[4-5];,27
install_bucket_range=[0-100000];rating_bucket_range=[0-10000];score_bucket_range=[2-3];,12
install_bucket_range=[0-100000];rating_bucket_range=[0-10000];score_bucket_range=[1-2];,10
install_bucket_range=[500000-600000];rating_bucket_range=[10000-20000];score_bucket_range=[4-5];,2
install_bucket_range=[100000-200000];rating_bucket_range=[0-10000];score_bucket_range=[0-1];,31
install_bucket_range=[1000000-1100000];rating_bucket_range=[0-10000];score_bucket_range=[4-5];,4
install_bucket_range=[100000-200000];rating_bucket_range=[0-10000];score_bucket_range=[2-3];,6
install_bucket_range=[500000-600000];rating_bucket_range=[0-10000];score_bucket_range=[4-5];,5
install_bucket_range=[100000-200000];rating_bucket_range=[0-10000];score_bucket_range=[1-2];,2
price_bucket_range=[0-5];rating_bucket_range=[10000-20000];score_bucket_range=[4-5];,7
price_bucket_range=[0-5];rating_bucket_range=[0-10000];score_bucket_range=[3-4];,60
price_bucket_range=[0-5];rating_bucket_range=[0-10000];score_bucket_range=[4-5];,153
price_bucket_range=[5-10];rating_bucket_range=[0-10000];score_bucket_range=[0-1];,23
price_bucket_range=[0-5];rating_bucket_range=[0-10000];score_bucket_range=[0-1];,3688
price_bucket_range=[0-5];rating_bucket_range=[0-10000];score_bucket_range=[2-3];,18
price_bucket_range=[0-5];rating_bucket_range=[0-10000];score_bucket_range=[1-2];,12
price_bucket_range=[0-5];rating_bucket_range=[20000-30000];score_bucket_range=[4-5];,2
price_bucket_range=[10-15];rating_bucket_range=[0-10000];score_bucket_range=[0-1];,4
price_bucket_range=[15-20];rating_bucket_range=[0-10000];score_bucket_range=[0-1];,4
